word,score,defs,defHeadword,level,hint,master_id
zobo,123,"n	A kind of Asian cattle, supposed to be a hybrid between the zebu and yak.",,Wee bit of a challenge,2,4
boro,119,"v	(Jamaica) borrow
n	(US) Alternative spelling of borough
n	(chiefly soccer and Teesside) The town of Middlesbrough, and more specifically Middlesbrough FC football club.
n	(soccer) Stevenage Football Club, a football team from Stevenage formerly known as Stevenage ???? Football Club",,Wee bit of a challenge,2,4
kodo,112,"n	kodo millet, Paspalum scrobiculatum",,Wee bit of a challenge,2,4
volo,108,"n	A city in Illinois, United States.",,Wee bit of a challenge,2,4
toko,102,"n	A shop in the Netherlands selling mainly Asian food products, and generally Asian- or Indo-European-owned.
n	(obsolete, British slang) Alternative spelling of ???? (“corporal punishment”)",,Wee bit of a challenge,2,4
jodo,98,"n	A Japanese martial art using a short staff, originally as a defence against swords.
n	(Japanese Buddhism) Synonym of pure land: the various realms of the buddhas and boddhisattvas.
n	(Japanese Buddhism) Synonym of Pure Land: a sect of Buddhism and its primary afterlife, the seat of the Amida Buddha.
n	(Japanese Buddhism) Alternative letter-case form of ????: any of various other pure lands.",,Wee bit of a challenge,2,4
gomo,96,"n	(Rhodesia) kopje, small hill",,Wee bit of a challenge,2,4
moko,88,"n	A tattoo (image made in the skin) in Maori culture, traditionally done with chisels.",,Wee bit of a challenge,2,4
romo,87,"n	(historical) Romantic Modernism, a musical and clubbing movement in the UK in the 1990s, influenced by New Romanticism.",,Wee bit of a challenge,2,4
koro,82,"n	(psychology) A delusional syndrome found in Malay and southern Chinese populations, characterized by a belief that the subject's penis will retract into the abdomen and cause death.
n	an unwritten Tibeto-Burman language spoken in the East Kameng district",,Wee bit of a challenge,2,4
hogo,78,"n	A strong, unpleasant smell.",,Wee bit of a challenge,2,4
soko,78,"n	(dated) An African anthropoid ape, supposed to be a variety of the chimpanzee.",,Wee bit of a challenge,2,4
noho,77,"n	Alternative form of NoHo
n	A neighborhood of Manhattan, New York.
n	A neighborhood of the San Fernando Valley, Los Angeles, California; in full, North Hollywood.
n	A neighbourhood of Central district, Hong Kong Island, Hong Kong; along Gough Street.",,Wee bit of a challenge,2,4
so so,77,adj	Alternative spelling of so-so,,Wee bit of a challenge,2,4
cono,75,n	(informal) Short for conophytum.,,Wee bit of a challenge,2,4
mobo,71,"n	(slang, computer hardware) motherboard
n	An award at the ???? Awards",,Tough nut to crack,2,4
nogo,69,"adj	Alternative spelling of no-go
n	Alternative spelling of no-go",,Tough nut to crack,2,4
toxo,69,"n	(informal, medicine) Toxoplasmosis.",,Tough nut to crack,2,4
dolo,68,"n	A town in the ???? department, Burkina Faso.
n	A department in Bougouriba Province, Burkina Faso.
n	A border town in south-eastern Ethiopia, close to Somalia.
n	A former commune in Côtes-d'Armor department, Brittany, France.
n	A town and comune in Veneto, Italy.
n	A tributary in Emilia-Romagna, Italy.
n	A barangay of San Jose, Camarines Sur, Philippines.",,Tough nut to crack,2,4
mogo,63,n	(Africa) cassava,,Tough nut to crack,2,4
fogo,61,"n	Alternative form of ???? (“strong unpleasant smell”)
n	A community in ???? Island, Newfoundland and Labrador, Canada.
n	An island in the Sotavento Islands, Cape Verde.
n	A village in Berwickshire, Scottish Borders council area, Scotland.",,Tough nut to crack,2,4
no go,61,"adj	Alternative form of no-go
n	(informal, slang, US, with indefinite article) Something which should not or cannot be done.",,Tough nut to crack,2,4
no no,52,n	Alternative spelling of no-no,,Tough nut to crack,2,4
dono,51,n	(slang) A donation.,,Tough nut to crack,2,4
boko,48,"n	(dated, West Midlands, originally boxing) The nose.
n	A people of Benin and Nigeria.
n	(linguistics) A Mande language spoken by the ???? people.
n	A member of the ???? people.
n	???? Haram.
n	A town in the Niangoloko Department, Comoé Province, in southwestern Burkina Faso.
n	A district in the Pool region of southeastern Republic of the Congo.
n	The Latin script alphabet used for the Hausa language.",,Tough nut to crack,2,4
horo,48,n	(historical) A large cloak worn by Japanese warriors to protect against arrows.,,Tough nut to crack,2,4
joso,46,n	A small gudgeon.,,Tough nut to crack,2,4
podo,46,"n	Any of various trees of the genus Afrocarpus or Podocarpus.
n	The wood of these trees.",,Tough nut to crack,2,4
joho,39,n	A woolen robe worn by Arabs.,,Tough nut to crack,2,4
sodo,37,"n	A neighborhood of Seattle, Washington.",,Tough nut to crack,2,4
lodo,15,"n	A neighborhood of Denver, Colorado.",,Tough nut to crack,2,4
vopo,12,n	A member of the Volkspolizei.,,Tough nut to crack,2,4
zomo,12,n	Alternative spelling of ????,,Tough nut to crack,2,4
do do,11,"n	(US, colloquial, usually childish) Excrement, feces, dung.",,Tough nut to crack,2,4
boao,4,n	Alternative form of Bo'ao,,Tough nut to crack,2,4
poyo,1,n	(West Africa) palm wine,,Tough nut to crack,2,4
roko,1,n	(India) A type of protest in which transport is disrupted.,,Tough nut to crack,2,4
case,4754,adj	(poker slang) The last remaining card of a particular rank.,,Walk in the park,3,4
come,4076,"n	(obsolete) coming, arrival; approach.
n	(vulgar, slang) semen
n	(vulgar, slang) Female ejaculatory discharge.
n	(typography, obsolete) Alternative form of comma in its medieval use as a middot ⟨·⟩ serving as a form of colon.",,Walk in the park,3,4
code,4052,adj	En????d; written in ???? or cipher.,coded,Walk in the park,3,4
cake,3763,"adj	(slang, smoking, of a pipe) Empty with nothing left to smoke but ash.",caked,Walk in the park,3,4
core,2764,adj	Forming the most important or essential part.,,Walk in the park,3,4
cite,2151,n	(informal) a citation,,Walk in the park,3,4
cute,1657,n	(informal) cuteness,cutes,Walk in the park,3,4
cope,1548,adj	Clad in a ????.,coped,Walk in the park,3,4
cone,1520,"adj	(of an area) segregated or delineated by traffic ????s
adj	(conical) Shaped like a ????.",coned,Walk in the park,3,4
cage,1469,"adj	Confined in a cage.
adj	(of eggs) Produced by birds confined in ????; not free-range.
adj	Resembling a cage.
n	(music) The barre chords C, A, G, E, and D.",caged,Walk in the park,3,4
cove,1318,"v	(architecture) To arch ????; to build in a hollow ???? form; to make in the form of a cove.
v	To brood, c????, or sit ????, as birds their eggs.",,Walk in the park,3,4
cane,1310,"adj	(UK, slang) intoxicated by alcohol or drugs",caned,Walk in the park,3,4
cave,1241,"n	The recreational sport of exploring caves.
n	An act of collapsing or caving in.",caving,Wee bit of a challenge,3,4
cube,1194,adj	(mathematics) Raised to the third power.,cubed,Wee bit of a challenge,3,4
cape,1172,"v	To incite or attract (a bull) to charge a certain direction, by waving a cape.
v	(nautical) To head or point; to keep a course.
v	To skin an animal, particularly a deer.
v	(US, slang) To defend or praise, especially that which is unworthy.
v	(obsolete) To look for, search after.
v	(rare, dialectal or obsolete) To gaze or stare.",,Wee bit of a challenge,3,4
cote,942,"v	Obsolete form of quote.
v	To go side by side with; hence, to pass by; to outrun and get before.",,Wee bit of a challenge,3,4
coke,893,adj	Intoxicated with cocaine.,coked,Wee bit of a challenge,3,4
cere,541,"n	(ornithology) A fleshy, waxy area at the base of the upper beak in certain birds.",,Wee bit of a challenge,3,4
came,436,"v	simple past tense of come
v	simple past tense of cum
n	A grooved strip of lead used to hold panes of glass together.",,Wee bit of a challenge,3,4
cale,395,n	(AUS) Any of a number of marine fish in the family Odacidae,,Wee bit of a challenge,3,4
chee,309,n	Synonym of mace (“old ???? unit of weight”),,Wee bit of a challenge,3,4
cose,269,v	(intransitive) To make oneself ????; to be snug.,,Wee bit of a challenge,3,4
cyte,190,"n	(biology, rare) Synonym of cell (“quantity of protoplasm, containing a nucleus, enclosed within a cell membrane”)
n	Obsolete form of city.",,Wee bit of a challenge,3,4
cele,160,n	Synonym of Qira,,Wee bit of a challenge,3,4
crue,123,n	Obsolete form of ????.,,Tough nut to crack,3,4
cume,115,"v	(film) Earn cumulatively at the box office.
n	(film) Cumulative box office receipts.
n	(radio, television) Cumulative audience.
n	(education) Cumulative grade point average.
adj	(film) Cumulative.",,Tough nut to crack,3,4
coze,114,"n	(nonce word) A cosy, friendly talk.",,Tough nut to crack,3,4
cize,59,n	(obsolete) bulk; largeness; ????,,Tough nut to crack,3,4
cene,56,n	(????tics) A control ????.,,Tough nut to crack,3,4
cuse,53,n	(mineralogy) A compound of copper and selenium; klockmannite.,,Tough nut to crack,3,4
caye,45,"n	A seaport and commune of ???? borough, Sud department, Haiti
n	An arrondissement of the Sud department, Haiti",cayes,Tough nut to crack,3,4
cese,39,v	Obsolete form of ????.,,Tough nut to crack,3,4
chie,18,n	Obsolete form of ???? (“female gypsy”).,,Tough nut to crack,3,4
cd-e,7,n	Synonym of CD-RW (dated),,Tough nut to crack,3,4
cdre,6,"n	(US, military, nautical) commodore",,Tough nut to crack,3,4
cyle,6,n	Alternative form of sile,,Tough nut to crack,3,4
cèpe,4,"n	Alternative spelling of ???? (mushroom Boletus edulis, porcini).",,Tough nut to crack,3,4
paste,1247,"n	The act of applying ????? to something, or affixing something using ?????.
n	(slang) Defeat, beating.",pasting,Walk in the park,4,4
posts,272,"adv	With the ?????, on ?????-horses; by a relay of horses (changing at every staging-?????); hence, express, with speed, quickly.
adv	Sent via the ????? service.",post,Walk in the park,4,4
pisan,221,"n	Alternative form of pisane
adj	Of or from ?????.
n	A native or inhabitant of ?????.",,Walk in the park,4,4
pusil,149,adj	(obsolete) Very small; little; petty.,,Walk in the park,4,4
poset,127,"n	(????? theory, order theory) A partially ordered ?????.",,Walk in the park,4,4
passé,100,"adj	(colloquial) Dated; out of style; old-fashioned.
adj	Past one's prime; worn; faded.
n	(fencing) An attack that ????? the target without hitting.",,Walk in the park,4,4
posho,84,"adj	(colloquial) Posh.
n	(UK, slang) A ????? person.
n	(East Africa) A food product made of cornmeal.",,Walk in the park,4,4
pismo,51,"n	Short for ????? Beach, California.",,Wee bit of a challenge,4,4
pista,51,n	(South Asia) ?????,,Wee bit of a challenge,4,4
pasay,44,"n	A city in Metro Manila, Philippines",,Wee bit of a challenge,4,4
pasig,42,"n	a highly urbanized city in Metro Manila, Philippines.",,Wee bit of a challenge,4,4
paspy,40,"n	A kind of minuet, in triple time, of French origin, popular in the reign of Queen Elizabeth I and for some time after.",,Wee bit of a challenge,4,4
pasts,27,"n	The act of applying ????? to something, or affixing something using ?????.
n	(slang) Defeat, beating.",pasting,Wee bit of a challenge,4,4
pasma,25,"n	A ""folk illness"" in Filipino culture, believed to be brought on by exposure to cold or to water.",,Tough nut to crack,4,4
pasok,22,"n	(politics) the Panhellenic Socialist Movement, a Greek political party.",,Tough nut to crack,4,4
pisky,19,n	(West Country) Alternative form of pixie (supernatural being),,Tough nut to crack,4,4
pisse,10,"adj	(vulgar, slang) Used to express dislike of or annoyance towards the thing mentioned.",pissing,Tough nut to crack,4,4
pisti,8,"n	(Greek mythology) A goddess personifying trust, faith and trustworthiness, corresponding to Roman Fides.",pistis,Tough nut to crack,4,4
posca,4,"n	A drink in Ancient Rome and Greece, made by mixing sour wine or vinegar with water and herbs.",,Tough nut to crack,4,4
pusta,1,n	A type of Hungarian steppe.,,Tough nut to crack,4,4
meta,1880,"n	Boundary marker.
n	(historical) Either of the conical columns at each end of an Ancient Roman circus.
n	(video games) ????game; the most effective tactics and strategies used in a competitive video game in a given period of time.
n	(by extension, Internet slang) An informal but widely-adopted practice in a given field; a de facto standard.
n	(informal) Metoidioplasty.
n	???? Platforms, Inc., doing business as ????, formerly called Facebook, Inc. (until late 2021); it is an American multinational technology conglomerate holding company that is the parent organization of Facebook, Instagram, and WhatsApp, among other subsidiaries.
n	????, a biomedical research discovery tool (2010-2022; scheduled for shutdown in 2022).
n	A city in Missouri.
n	An HTML element for webpage ????data, coded as ???? or ????.",,Walk in the park,5,4
vega,658,"n	(informal) Las ????, a city in Nevada, USA.",vegas,Walk in the park,5,4
seta,460,"adj	Of, pertaining to, or having ????",setal,Walk in the park,5,4
mela,257,"n	A Hindu religious festival; loosely
n	a South Asian fair.",,Walk in the park,5,4
sela,225,"n	(biblical, historical) The capital of Edom, near Mount Hor; also known as Joktheel and Petra.
n	A village in modern-day Jordan near the location of historical ????.",,Walk in the park,5,4
neva,202,adv	(African-American Vernacular) Pronunciation spelling of never.,,Walk in the park,5,4
sena,144,"n	A language spoken in Malawi, Mozambique, and Zimbabwe.",,Walk in the park,5,4
ceca,140,adv	Alternative form of caecally,cecally,Walk in the park,5,4
tema,140,n	Alternative form of Tayma,,Walk in the park,5,4
beja,84,"n	An ethnic group found along the Horn of Africa.
n	The language of the ???? ethnic group.
n	A village in Latvia.
n	A city and district of Portugal.
n	A town and governorate of Tunisia, often spelled Béja.",,Walk in the park,5,4
pela,82,n	Chinese wax,,Walk in the park,5,4
nera,81,n	(Irish mythology) A warrior of Connacht in the Ulster Cycle of Irish mythology.,,Walk in the park,5,4
veta,80,"n	(finance) A second-order measure of derivative price sensitivity, expressed as the rate of change of ???? with respect to time, or equivalently the rate of change of theta with respect to changes in the volatility of the underlying asset.",,Wee bit of a challenge,5,4
neta,56,"n	(India) A politician.
n	The ingredient that tops the mound of rice on a piece of nigiri sushi.",,Wee bit of a challenge,5,4
peda,52,"n	(India) A sweet made from khoa, sugar, and various flavourings.",,Wee bit of a challenge,5,4
pema,49,"n	A title indicating great respect, prefixed to the names of Tibetan Buddhists.",,Wee bit of a challenge,5,4
lega,45,"n	A member of a polytheistic ethnic group of the Democratic Republic of the Congo.
n	Their Bantu language.",,Wee bit of a challenge,5,4
heta,35,"n	The Ancient Greek letter ????, or variants of it, when used in their original function of denoting the consonant /h/.",,Wee bit of a challenge,5,4
heya,33,"n	(sumo) the so-called ""stable"" of rikishi who train under the instruction of a particular shisho; the place where this group lives and trains",,Wee bit of a challenge,5,4
tewa,32,"n	A member of an indigenous people of New Mexico and Arizona.
n	The traditional language of the ???? people.
n	A Trans-New Guinea language of Indonesia.",,Wee bit of a challenge,5,4
teda,27,"n	A Nilo-Saharan language of Chad, Niger, Nigeria, and Libya.",,Wee bit of a challenge,5,4
wega,27,n	Former name of Waya (“Fijian island”).,,Wee bit of a challenge,5,4
dewa,26,n	An ancient province of Japan.,,Wee bit of a challenge,5,4
nesa,24,"n	(Scouting, US) National Eagle Scout Association, an organization of men who have earned the rank of Eagle Scout in the Boy Scouts of America.",,Tough nut to crack,5,4
aeta,23,"n	A member of an indigenous people of the mountainous parts of Luzon, Philippines.",,Tough nut to crack,5,4
kena,22,"n	Alternative form of quena (“traditional flute of the Andes”)
v	to experience, receive, suffer, get or be affected by
v	Used before a verb to indicate the adversative passive voice.",,Tough nut to crack,5,4
zeya,22,"n	A river in southeastern Russia, a tributary of the Amur.",,Tough nut to crack,5,4
kesa,18,n	A robe worn by Buddhist monks and nuns.,,Tough nut to crack,5,4
newa,18,n	Synonym of ????,,Tough nut to crack,5,4
veja,16,"n	A tributary of the Sacovăț river in Romania.
n	A former princely state in India.",,Tough nut to crack,5,4
deza,14,n	(informal) Short for dezinformatsiya i.e. disinformation.,,Tough nut to crack,5,4
beka,13,"n	an ancient Biblical unit of weight, half a shekel",,Tough nut to crack,5,4
beha,9,n	(Baháʼí Faith) Alternative form of Baháʼ; short for Baháʼu'lláh.,,Tough nut to crack,5,4
4eva,7,"adv	(Internet slang, text messaging) Forever.",,Tough nut to crack,5,4
jesa,1,n	A Korean memorial ceremony for the ancestors of the participants.,,Tough nut to crack,5,4
kicks,290,"n	(colloquial) Pleasures, thrills.
n	(colloquial) Shoes.
n	(colloquial) Commissary, or the balance of a commissary account.",,Walk in the park,6,4
kecks,74,"n	(Northern English dialect, Scotland) trousers
n	(Northern English dialect, Scotland) underpants",,Walk in the park,6,4
kacha,58,"adj	Alternative form of ?????
n	Alternative form of ?????",,Wee bit of a challenge,6,4
kucha,5,"n	An ancient Buddhist kingdom of Central Asia, located in modern-day Xinjiang, China.
n	Alternative form of Kuqa",,Tough nut to crack,6,4
kecak,1,"n	A type of ceremonial chant in Bali, based on the Ramayana story, where men sit in a circle and imitate the sounds of monkeys.",,Tough nut to crack,6,4
galop,351,"n	A lively French country dance of the nineteenth century, a forerunner of the polka, combining a glissade with a chassé on alternate feet, usually in a fast 2/4 time.
n	The music for a dance of this kind.",,Walk in the park,1,5
shlep,285,n	Alternative form of ?????,,Walk in the park,1,5
jalap,261,"n	A cathartic drug consisting of the tuberous roots of Ipomoea purga, a convolvulaceous plant found in Mexico.
n	(informal) A jalapeño.",,Walk in the park,1,5
salop,139,"n	An old name for Shropshire and the official name for the county between 1974 and 1980, still occasionally used in postal addresses.
n	Alternative form of ?????",,Wee bit of a challenge,1,5
hellp,75,n	(medicine) A serious pregnancy complication thought to be caused by pre-eclampsia.,,Wee bit of a challenge,1,5
unlap,26,"v	(obsolete) To unfold.
v	(intransitive, usually reflexive, motor racing) To overtake the leader in a race in order to no longer be lapped (one or more complete laps behind the leader).",,Tough nut to crack,1,5
onlap,24,"n	(geology) The phenomenon of successively younger rock strata extending progressively further across an erosion surface cut in older rocks.
v	(geology) To form an ?????.",,Tough nut to crack,1,5
in lap,10,"n	(motor racing) In qualifying, the (non-competitive) lap after one or more flying laps on which one enters the pit lane.",,Tough nut to crack,1,5
nidor,181,"n	The smell of burning animals, especially of burning animal fat.
n	(nonstandard) Any smell.",,Walk in the park,2,5
nagor,99,"n	A West African gazelle, Gazella redunca.",,Walk in the park,2,5
naxos,99,"n	An island in the central Cyclades
n	A town in Greece located on an homonymous island.",,Walk in the park,2,5
nador,67,n	A city in Morocco.,,Walk in the park,2,5
nolos,63,"adj	(Britain) (about drinks) having no or low alcohol content, being low-alcohol or alcohol-free",nolo,Wee bit of a challenge,2,5
neros,49,"n	(history, Babylon) A period of 600 years.",,Wee bit of a challenge,2,5
noyon,43,n	Alternative spelling of ?????,,Wee bit of a challenge,2,5
nigon,30,"n	(obsolete) Niggard, miser.",,Wee bit of a challenge,2,5
no-op,17,"n	(computing) An instruction or operation that has no significant effect.
adj	(LGBT, of a transgender or transsexual person) Having chosen not to undergo sex reassignment surgery.
n	(LGBT) A transgender or transsexual person who has chosen not to undergo sex reassignment surgery.",,Tough nut to crack,2,5
no joy,15,n	(idiomatic) a negative outcome; no success; failure.,,Tough nut to crack,2,5
no nos,9,n	Alternative spelling of no-no,no no,Tough nut to crack,2,5
nonos,2,n	Alternative spelling of no-no,nono,Tough nut to crack,2,5
nihoa,1,n	The tallest of ten islands and atolls in the uninhabited Northwestern Hawaiian Islands.,,Tough nut to crack,2,5
forgo,2026,v	simple past tense of ?????,forwent,Walk in the park,3,5
cargo,876,n	cargo pants,cargos,Walk in the park,3,5
turbo,873,"adj	(said of a poker tournament) With rapidly-increasing blind levels.
adj	(computing, video games) Causing or relating to increased speed.
adj	(casual, nonstandard) Very, super, etc.; usually relating to a qualitative value (as opposed to quantitative).
v	(video games) To autofire.",,Walk in the park,3,5
porno,516,adj	Pornographic,,Walk in the park,3,5
servo,505,v	To control by means of servocontrol,,Walk in the park,3,5
virgo,499,"adj	(astrology) Of, or pertaining to, the ????? star sign.
n	Someone with the ????? star sign.",virgoan,Walk in the park,3,5
zorro,464,"n	A South American canid of the genus Lycalopex, visually similar to (and sometimes referred to as) a fox but more closely related to a wolf.
n	A fictional character, a daring and mysterious avenger, created in 1919 by pulp writer Johnston McCulley.
n	Any daring and mysterious avenger.",,Walk in the park,3,5
fordo,341,"adj	Exhausted; worn out; overcome.
adj	Destroyed; utterly ruined.",fordone,Walk in the park,3,5
dermo,219,n	perkinsosis,,Walk in the park,3,5
porto,187,n	Obsolete form of portass.,portos,Walk in the park,3,5
cardo,159,"n	(zoology) The basal joint of the maxilla in insects
n	(zoology) The hinge of a bivalve shell.",,Walk in the park,3,5
vario,112,"n	(informal, aviation) Variometer",,Walk in the park,3,5
carro,111,"n	A commune of the Alpes-Maritimes department, France",carros,Walk in the park,3,5
turco,106,n	Alternative form of ?????,,Walk in the park,3,5
carpo,90,"n	(Greek mythology) One of the Horae, goddess/personification of Autumn and of harvest time.",,Wee bit of a challenge,3,5
corno,82,n	(music) French horn,,Wee bit of a challenge,3,5
turko,80,"n	(historical) One of a body of native Algerian tirailleurs in the French army, dressed as ?????.",,Wee bit of a challenge,3,5
norco,68,"n	A city in Riverside County, California, United States.
n	A census-designated place in St. Charles Parish, Louisiana, United States.",,Wee bit of a challenge,3,5
lardo,66,"n	A type of salumi made by curing strips of fatback with rosemary and other herbs and spices.
n	(derogatory, slang) An overweight person.",,Wee bit of a challenge,3,5
borno,60,"n	A state of Nigeria, in the northeastern part of the country.",,Wee bit of a challenge,3,5
berko,50,adj	(slang) mad; crazy,,Wee bit of a challenge,3,5
derro,46,"n	(Australia, slang) A homeless person; a social derelict.",,Wee bit of a challenge,3,5
turio,40,n	(botany) A shoot or sprout from the ground.,,Wee bit of a challenge,3,5
borgo,35,n	A small Italian village.,,Wee bit of a challenge,3,5
koryo,34,n	Alternative form of ?????,,Wee bit of a challenge,3,5
birdo,33,"n	(Australia, slang) A ????? or birdwatcher.",,Wee bit of a challenge,3,5
gorno,31,"n	A film which uses gratuitous, intentionally over-the-top violence in combination with overly sexual themes to attract audiences.",,Wee bit of a challenge,3,5
mormo,28,n	(obsolete) A bugbear; false terror.,,Wee bit of a challenge,3,5
carso,21,n	Alternative form of Karst (“mountainous region in northeastern Italy and southwestern Slovenia”),,Tough nut to crack,3,5
jarmo,21,n	A prehistoric archaeological site located in modern Iraq on the foothills of the Zagros Mountains.,,Tough nut to crack,3,5
fario,20,n	(UK) The brown trout,,Tough nut to crack,3,5
forro,20,n	A creole language spoken in São Tomé and Príncipe.,,Tough nut to crack,3,5
cormo,18,n	A sheep of a particular breed developed in Tasmania by crossing Corriedale rams with superfine Saxon Merino ewes.,,Tough nut to crack,3,5
te reo,18,n	(New Zealand) The Māori language.,,Tough nut to crack,3,5
buroo,17,"n	(Scotland, slang) The Labour Bureau; hence, unemployment benefits; the dole.",,Tough nut to crack,3,5
parro,12,"adj	(slang, colloquial, Australia) Very drunk, intoxicated.",,Tough nut to crack,3,5
jerko,11,n	(slang) A ?????; an obnoxious person.,,Tough nut to crack,3,5
morto,9,"adj	(Ireland, slang) Very embarrassed or embarrassing.",,Tough nut to crack,3,5
juryo,5,"n	(sumo) The second highest division in sumo wrestling, below makuuchi and above makushita; rikishi at this point receive a salary.",,Tough nut to crack,3,5
murdo,4,"n	A small city, the county seat of Jones County, South Dakota, United States.",,Tough nut to crack,3,5
vardo,4,n	A traditional horse-drawn wagon used by the Romani.,,Tough nut to crack,3,5
sarvo,2,n	(Australia) Contraction of this ????? (“this afternoon”).,,Tough nut to crack,3,5
acela,611,"n	(US, rail transport) The service mark of Amtrak's high-speed rail service in the Northeast Corridor of the United States.
n	(US, by extension) The Northeastern United States, generally north and east of Washington, D.C..",,Walk in the park,4,5
scuba,540,v	(rare) To perform ????? diving.,,Walk in the park,4,5
ocala,157,"n	A city, the county seat of Marion County, Florida.",,Walk in the park,4,5
acoma,118,"n	An ancient Native American pueblo in western New Mexico, United States.",,Wee bit of a challenge,4,5
scuta,79,n	A ?????.,,Wee bit of a challenge,4,5
ochra,65,n	(obsolete) Alternative form of okra.,,Wee bit of a challenge,4,5
acara,43,n	Any of a number of Central American and South American freshwater fish in the family Cichlidae.,,Tough nut to crack,4,5
occra,16,n	(obsolete) Alternative form of okra,,Tough nut to crack,4,5
acana,13,"n	A tree from the West Indies that was valued for its wood and was one of two species, Manilkara valenzuelana or Manilkara bidentata, both from the Sapotaceae family.",,Tough nut to crack,4,5
list,5054,adj	As ???? or shown on a ????.,listing,Walk in the park,5,5
lift,2400,adj	Capable of being ????.,liftable,Walk in the park,5,5
gist,2211,"v	To summarize, to extract and present the most important parts of.",,Walk in the park,5,5
diet,2116,"adj	(of a food or beverage) Containing less fat, salt, sugar, or calories than normal, or claimed to have such.
adj	(informal, figuratively) Having certain traits subtracted.",,Walk in the park,5,5
gift,1739,n	(religion) A divine ????.,gifting,Walk in the park,5,5
fiat,1608,"v	(transitive, used in academic debate and role-playing games) To make (something) happen.",,Walk in the park,5,5
mist,1527,n	The application of a spray of fine droplets.,misting,Walk in the park,5,5
tilt,1472,adj	Able to be ????.,tiltable,Walk in the park,5,5
mint,1421,"adj	(with condition) Like new.
adj	(numismatics) In near-perfect condition; uncirculated.
adj	(philately) Unused with original gum; as issued originally.
adj	(Northern England, especially Manchester, Tyneside) Very good.
adj	(UK, slang) Attractive; beautiful; handsome.
adj	Of a green colour, like that of the ???? plant.",,Walk in the park,5,5
rift,1365,"v	(intransitive) To form a ????; to split open.
v	(transitive) To cleave; to rive; to split.
v	(obsolete outside Scotland and northern UK) To belch.",,Walk in the park,5,5
hint,1208,"n	The act of giving a ???? or suggestion.
n	(typography) The process of adding ????s to a computer-based font in order to align the glyphs to a rasterized grid at specific sizes in a visually appealing manner.",hinting,Walk in the park,5,5
dirt,1094,"v	(transitive, rare) To make foul or filthy; soil; befoul; ????",,Walk in the park,5,5
sift,894,adj	Having undergone ????.,sifted,Walk in the park,5,5
lint,871,"v	(transitive, computing) To perform a static check on (source code) to detect stylistic or programmatic errors.",,Walk in the park,5,5
fist,856,"v	To strike with the fist.
v	To close (the hand) into a fist.
v	To grip with a fist.
v	(slang) To fist-fuck.
v	(intransitive) To break wind.",,Wee bit of a challenge,5,5
dint,847,v	To ????.,,Wee bit of a challenge,5,5
milt,784,v	(transitive) To impregnate (the roe of a fish) with ????.,,Wee bit of a challenge,5,5
tint,765,"adj	small, diminutive
v	To kindle; to set on fire.
v	(obsolete) To rage; to smart.
v	To shut in, or enclose.",tine,Wee bit of a challenge,5,5
jist,746,"adv	Nonstandard spelling of just.
n	(rare) Alternative spelling of ????",,Wee bit of a challenge,5,5
lilt,742,"n	A type of lively singing without any musical accompaniment, where the tune itself is sung, often to nonsense syllables.",lilting,Wee bit of a challenge,5,5
hilt,652,"v	(transitive) To provide with a hilt.
v	(transitive) To insert (a bodily extremity) as far as it can go into a sexual orifice so that it is impeded by the wider base to which it is attached (finger until palm, penis until pelvis).",,Wee bit of a challenge,5,5
girt,641,"n	A horizontal structural member of post and beam architecture, typically attached to bridge two or more vertical members such as corner posts.
adj	(nautical) Bound by a cable; used of a vessel so moored by two anchors that she swings against one of the cables by force of the current or tide.
adj	(UK, rural dialect) Alternative spelling of ???? in the sense 'great'.",,Wee bit of a challenge,5,5
jilt,571,n	The rejection of a lover.,jilting,Wee bit of a challenge,5,5
cist,546,"n	(historical) A small receptacle for sacred utensils carried in festivals in Ancient Greece.
n	(archaeology) A crypt cut into rock, chalk, or a tree trunk, especially a coffin formed by placing stone slabs on edge and topping them with a horizontal slab or slabs.",,Wee bit of a challenge,5,5
kilt,492,"v	To gather up (skirts) around the body.
v	(obsolete or colloquial, especially African-American Vernacular) Nonstandard form of ????ed: simple past tense and past participle of ????.",,Wee bit of a challenge,5,5
riat,398,n	Alternative form of ryot,,Wee bit of a challenge,5,5
piet,372,"n	(now Ireland, UK regional) The magpie.
n	An esoteric programming language whose programs are bitmaps that look like abstract art.",,Wee bit of a challenge,5,5
bitt,357,"adj	Having a ???? in ones mouth, as a horse.",bitted,Wee bit of a challenge,5,5
dict,348,n	(computing) A dictionary network protocol.,,Tough nut to crack,5,5
pict,345,n	A member of an ancient people of northern and central Scotland.,,Tough nut to crack,5,5
airt,258,n	(Scotland) direction; quarter,,Tough nut to crack,5,5
kist,240,"v	(Scotland, transitive) To place in a coffin.",,Tough nut to crack,5,5
viet,208,"n	(informal) South ????, North ????, or ???? entirely.
n	(informal) a ????ese person.
n	(informal) the ????ese language.
n	Synonym of Yue
adj	(informal) ????ese.",,Tough nut to crack,5,5
sist,163,"v	(law, Scotland) To stay (e.g. judicial proceedings); to delay or suspend; to stop
v	(law, Scotland) to cause to take a place, as at the bar of a court; hence, to cite; to summon; to bring into court
n	(law, Scotland) a stay or suspension of proceedings",,Tough nut to crack,5,5
ritt,139,"n	(Northern England, Scotland) Alternative form of ????
v	(Northern England, Scotland) Alternative form of ????",,Tough nut to crack,5,5
